,COMPANY_NAME,COMPANY_LINK
500,Virya Resources,https://www.screener.in/company/512479/consolidated/
501,Eco Hotels,https://www.screener.in/company/514402/consolidated/
502,Delta Auto.,https://www.screener.in/company/DELTIC/
503,Digikore Studios,https://www.screener.in/company/DIGIKORE/
504,Viaz Tyres,https://www.screener.in/company/VIAZ/
505,Party Cruisers,https://www.screener.in/company/PARTYCRUS/
506,AKI India,https://www.screener.in/company/AKI/consolidated/
507,Acknit Indus.,https://www.screener.in/company/530043/
508,Priti Internati.,https://www.screener.in/company/PRITI/
509,Kundan Edifice,https://www.screener.in/company/KEL/
510,Blu.Coast Hotel.,https://www.screener.in/company/BLUECOAST/consolidated/
511,Porwal Auto Comp,https://www.screener.in/company/532933/
512,Restile Ceramics,https://www.screener.in/company/515085/
513,E-Land Apparel,https://www.screener.in/company/532820/
514,TSC India,https://www.screener.in/company/TSC/consolidated/
515,Rexpro Enter.,https://www.screener.in/company/REXPRO/
516,Saj Hotels,https://www.screener.in/company/SAJHOTELS/consolidated/
517,Touchwood Enter.,https://www.screener.in/company/TOUCHWOOD/
518,Kranti Industrie,https://www.screener.in/company/542459/consolidated/
519,Citizen Infoline,https://www.screener.in/company/538786/
520,Naman In-Store,https://www.screener.in/company/NAMAN/
521,Regency Ceramics,https://www.screener.in/company/REGENCERAM/
522,Bhandari Hosiery,https://www.screener.in/company/BHANDARI/
523,Pion. Embroider.,https://www.screener.in/company/PIONEEREMB/consolidated/
524,Digjam,https://www.screener.in/company/DIGJAMLMTD/
525,Landmark Prop.,https://www.screener.in/company/LPDC/
526,SPL Industries,https://www.screener.in/company/SPLIL/
527,Landmark Global,https://www.screener.in/company/544341/
528,Retina Paints,https://www.screener.in/company/543902/
529,Prerna Infra.,https://www.screener.in/company/531802/consolidated/
530,Jattashankar Ind,https://www.screener.in/company/514318/
531,Bhilwara Spinner,https://www.screener.in/company/514272/
532,Shanti Spintex,https://www.screener.in/company/544059/
533,Studio LSD,https://www.screener.in/company/STUDIOLSD/
534,SEL Mfg. Co,https://www.screener.in/company/SELMC/
535,Cinevista,https://www.screener.in/company/CINEVISTA/consolidated/
536,Fonebox Retail,https://www.screener.in/company/FONEBOX/
537,Banaras Beads,https://www.screener.in/company/BANARBEADS/
538,Kaushalya,https://www.screener.in/company/KLL/consolidated/
539,Amarjothi Spg.,https://www.screener.in/company/521097/consolidated/
540,Globe Textiles,https://www.screener.in/company/GLOBE/consolidated/
541,Fiberweb (India),https://www.screener.in/company/FIBERWEB/
542,Shri Krishna,https://www.screener.in/company/531080/consolidated/
543,N R Vandana,https://www.screener.in/company/NRVANDANA/consolidated/
544,Maxposure,https://www.screener.in/company/MAXPOSURE/
545,Sylvan Plyboard,https://www.screener.in/company/SYLVANPLY/
546,Raja Bahadur Int,https://www.screener.in/company/503127/
547,Jasch Industries,https://www.screener.in/company/500220/
548,Crayons Advertis,https://www.screener.in/company/CRAYONS/consolidated/
549,SAL Automotive,https://www.screener.in/company/539353/
550,Art Nirman Ltd,https://www.screener.in/company/ARTNIRMAN/
551,Golkunda Diamond,https://www.screener.in/company/523676/
552,Shine Fashions,https://www.screener.in/company/543244/
553,Tokyo Plast Intl,https://www.screener.in/company/TOKYOPLAST/consolidated/
554,Standard Inds.,https://www.screener.in/company/SIL/consolidated/
555,Suryalak. Cott.,https://www.screener.in/company/SURYALAXMI/
556,Rel. Chemotex,https://www.screener.in/company/RELCHEMQ/
557,Siddhika Coatins,https://www.screener.in/company/SIDDHIKA/
558,Radhe Develop.,https://www.screener.in/company/531273/
559,Ken Enter.,https://www.screener.in/company/KEN/consolidated/
560,Skyline Millars,https://www.screener.in/company/505650/
561,New Swan,https://www.screener.in/company/544082/
562,Jetking Infotrai,https://www.screener.in/company/517063/consolidated/
563,MRP Agro,https://www.screener.in/company/543262/
564,Patdiam Jeweller,https://www.screener.in/company/539401/
565,Digidrive Dist.,https://www.screener.in/company/DIGIDRIVE/consolidated/
566,Auto Pins (I),https://www.screener.in/company/531994/
567,Addi Industries,https://www.screener.in/company/507852/consolidated/
568,Lambodhara Text.,https://www.screener.in/company/LAMBODHARA/
569,SNL Bearings,https://www.screener.in/company/505827/
570,Jay Ambe Super.,https://www.screener.in/company/544514/
571,Zenith Exports,https://www.screener.in/company/ZENITHEXPO/
572,Lovable Lingerie,https://www.screener.in/company/LOVABLE/
573,Sellowrap Indus.,https://www.screener.in/company/SELLOWRAP/consolidated/
574,Samkrg Pistons,https://www.screener.in/company/520075/
575,W I Plywoods,https://www.screener.in/company/WIPL/consolidated/
576,Kaytex Fabrics,https://www.screener.in/company/KAYTEX/
577,KG Petrochem,https://www.screener.in/company/531609/
578,Surat Trade,https://www.screener.in/company/530185/
579,H D I L,https://www.screener.in/company/HDIL/
580,Calcom Vision,https://www.screener.in/company/517236/
581,Ausom Enter.,https://www.screener.in/company/AUSOMENT/consolidated/
582,Vipul Ltd,https://www.screener.in/company/VIPULLTD/consolidated/
583,Maruti Interior,https://www.screener.in/company/543464/
584,Loyal Textile,https://www.screener.in/company/LOYALTEX/consolidated/
585,Pacific Inds,https://www.screener.in/company/523483/consolidated/
586,Salona Cotspin,https://www.screener.in/company/SALONA/
587,Bhudevi Infra,https://www.screener.in/company/526488/
588,Manoj Ceramic,https://www.screener.in/company/544073/
589,Moksh Ornaments,https://www.screener.in/company/MOKSH/
590,Rajnish Retail,https://www.screener.in/company/530525/
591,Prima Plastics,https://www.screener.in/company/530589/consolidated/
592,Aarnav Fashions,https://www.screener.in/company/539562/
593,Narbada Gems,https://www.screener.in/company/519455/
594,Compucom Soft.,https://www.screener.in/company/COMPUSOFT/consolidated/
595,Thakkers Develp.,https://www.screener.in/company/526654/consolidated/
596,Umiya Mobile,https://www.screener.in/company/544464/
597,Scoobee Garments,https://www.screener.in/company/531234/
598,Sharp India,https://www.screener.in/company/523449/
599,Chetana Educa.,https://www.screener.in/company/CHETANA/consolidated/
600,Lagnam Spintex,https://www.screener.in/company/LAGNAM/
601,Osiajee Texfab,https://www.screener.in/company/540198/consolidated/
602,Premco Global,https://www.screener.in/company/530331/consolidated/
603,Bhagwati Auto,https://www.screener.in/company/504646/
604,Bluegod Enterta.,https://www.screener.in/company/539175/
605,Suryalata Spg.,https://www.screener.in/company/514138/consolidated/
606,Omfurn India,https://www.screener.in/company/OMFURN/
607,Greenchef Appli.,https://www.screener.in/company/GREENCHEF/
608,BAG Films,https://www.screener.in/company/BAGFILMS/consolidated/
609,Cedaar Textile,https://www.screener.in/company/CEDAAR/
610,Divine Hira Jew.,https://www.screener.in/company/DIVINEHIRA/
611,Samor Reality,https://www.screener.in/company/543376/
612,Sambhaav Media,https://www.screener.in/company/SAMBHAAV/consolidated/
613,Siddhi Cotspin,https://www.screener.in/company/SIDDHICOTS/
614,Shigan Quantum,https://www.screener.in/company/SHIGAN/
615,Avi Ansh,https://www.screener.in/company/AVIANSH/
616,Arham Tech,https://www.screener.in/company/ARHAM/consolidated/
617,Modern Threads,https://www.screener.in/company/MODTHREAD/
618,Akar Auto Indust,https://www.screener.in/company/530621/
619,Weizmann,https://www.screener.in/company/WEIZMANIND/consolidated/
620,Sodhani Academy,https://www.screener.in/company/544257/
621,Marvel Decor,https://www.screener.in/company/MDL/consolidated/
622,Pro FX,https://www.screener.in/company/PROFX/
623,Drone Destinatio,https://www.screener.in/company/DRONE/
624,Duncan Engg.,https://www.screener.in/company/504908/
625,Sh. Dinesh Mills,https://www.screener.in/company/503804/consolidated/
626,BSL,https://www.screener.in/company/BSL/
627,Intrasoft Tech.,https://www.screener.in/company/ISFT/consolidated/
628,Airo Lam,https://www.screener.in/company/AIROLAM/consolidated/
629,Veekayem Fash.,https://www.screener.in/company/VEEKAYEM/
630,Lancor Holdings,https://www.screener.in/company/LANCORHOL/consolidated/
631,C P S Shapers,https://www.screener.in/company/CPS/
632,Silgo Retail,https://www.screener.in/company/SILGO/
633,Bodhi Tree,https://www.screener.in/company/BTML/consolidated/
634,Forge Auto,https://www.screener.in/company/FORGEAUTO/
635,Simm. Marshall,https://www.screener.in/company/507998/consolidated/
636,Esprit Stones,https://www.screener.in/company/ESPRIT/consolidated/
637,Womancart,https://www.screener.in/company/WOMANCART/consolidated/
638,Mukta Arts,https://www.screener.in/company/MUKTAARTS/consolidated/
639,Lakhotia Poly.,https://www.screener.in/company/535387/
640,Indian CardCloth,https://www.screener.in/company/INDIANCARD/consolidated/
641,Him Teknoforg.,https://www.screener.in/company/505712/
642,Forcas Studio,https://www.screener.in/company/FORCAS/
643,Maral Overseas,https://www.screener.in/company/MARALOVER/
644,Jay Jalaram Tech,https://www.screener.in/company/KORE/
645,Inflame Applian.,https://www.screener.in/company/541083/
646,Shahlon Silk,https://www.screener.in/company/542862/
647,Golden Crest,https://www.screener.in/company/540062/
648,Chatterbox Tech,https://www.screener.in/company/544546/
649,Tips Films,https://www.screener.in/company/TIPSFILMS/
650,Superhouse Ltd,https://www.screener.in/company/SUPERHOUSE/consolidated/
651,Lorenzini Appar.,https://www.screener.in/company/LAL/
652,Prajay Engineers,https://www.screener.in/company/PRAENG/consolidated/
653,Savera Industrie,https://www.screener.in/company/512634/
654,Alan Scott Ente.,https://www.screener.in/company/539115/consolidated/
655,Tunwal E-Motors,https://www.screener.in/company/TUNWAL/
656,Duroply Indust.,https://www.screener.in/company/516003/
657,Ceenik Exports,https://www.screener.in/company/531119/
658,Winsome Textile,https://www.screener.in/company/514470/
659,Indian Terrain,https://www.screener.in/company/INDTERRAIN/
660,Bharat Gears,https://www.screener.in/company/BHARATGEAR/
661,V R Infraspace,https://www.screener.in/company/VR/consolidated/
662,Active Clothing,https://www.screener.in/company/541144/
663,Hindustan Hardy,https://www.screener.in/company/505893/
664,Sonam,https://www.screener.in/company/SONAMLTD/
665,IP Rings,https://www.screener.in/company/523638/consolidated/
666,Veto Switchgears,https://www.screener.in/company/VETO/consolidated/
667,AMJ Land Holdin.,https://www.screener.in/company/AMJLAND/consolidated/
668,Gourmet Gateway,https://www.screener.in/company/506134/consolidated/
669,Raj Television,https://www.screener.in/company/RAJTV/
670,LGB Forge,https://www.screener.in/company/533007/
671,S D Retail,https://www.screener.in/company/SDREAMS/
672,CHL,https://www.screener.in/company/532992/consolidated/
673,Diksat Transworl,https://www.screener.in/company/540151/
674,P.E. Analytics,https://www.screener.in/company/PROPEQUITY/consolidated/
675,Nitiraj Engineer,https://www.screener.in/company/NITIRAJ/
676,Ashapuri Gold,https://www.screener.in/company/542579/
677,Bannari Amm Spg.,https://www.screener.in/company/BASML/consolidated/
678,Archidply Inds.,https://www.screener.in/company/ARCHIDPLY/consolidated/
679,Jullundur Motor,https://www.screener.in/company/JMA/consolidated/
680,VJTF Eduservices,https://www.screener.in/company/509026/consolidated/
681,Veer Global Inf.,https://www.screener.in/company/543241/
682,7Seas Enter.,https://www.screener.in/company/540874/
683,Lloyds Luxuries,https://www.screener.in/company/LLOYDS/
684,Avro India,https://www.screener.in/company/AVROIND/
685,Omnitex Industri,https://www.screener.in/company/514324/
686,Digicontent,https://www.screener.in/company/DGCONTENT/consolidated/
687,HB Estate Devel.,https://www.screener.in/company/532334/
688,Dolfin Rubbers,https://www.screener.in/company/542013/
689,NIS Management,https://www.screener.in/company/544495/consolidated/
690,Atvo Enterprises,https://www.screener.in/company/532090/
691,Atal Realtech,https://www.screener.in/company/ATALREAL/
692,RRIL,https://www.screener.in/company/531307/consolidated/
693,G G Automotive,https://www.screener.in/company/531399/
694,Competent Auto,https://www.screener.in/company/531041/consolidated/
695,Cash UR Drive,https://www.screener.in/company/CUDML/
696,Bimetal Bearings,https://www.screener.in/company/505681/
697,Anka India,https://www.screener.in/company/531673/
698,Emerald Tyre,https://www.screener.in/company/ETML/consolidated/
699,Goldstar Power,https://www.screener.in/company/GOLDSTAR/
700,Swadeshi Polytex,https://www.screener.in/company/503816/
701,Mach Conferences,https://www.screener.in/company/544248/
702,Machino Plastics,https://www.screener.in/company/523248/
703,Bhilwara Tech,https://www.screener.in/company/533108/consolidated/
704,Praxis Home,https://www.screener.in/company/PRAXIS/
705,Justo Realfin,https://www.screener.in/company/544542/consolidated/
706,Mahalaxmi Rubtec,https://www.screener.in/company/MHLXMIRU/
707,Shiva Texyarn,https://www.screener.in/company/SHIVATEX/
708,Super Sales Ind.,https://www.screener.in/company/512527/
709,Quint Digital,https://www.screener.in/company/539515/consolidated/
710,Pritika Engineer,https://www.screener.in/company/PRITIKA/consolidated/
711,Coromandel Engg.,https://www.screener.in/company/533167/
712,Setco Automotive,https://www.screener.in/company/SETCO/consolidated/
713,Soma Textiles,https://www.screener.in/company/SOMATEX/consolidated/
714,Alpine Housing,https://www.screener.in/company/526519/
715,Addictive Learn,https://www.screener.in/company/LAWSIKHO/
716,Active Infra.,https://www.screener.in/company/ACTIVEINFR/consolidated/
717,UFO Moviez,https://www.screener.in/company/UFO/consolidated/
718,Country Club Hos,https://www.screener.in/company/CCHHL/consolidated/
719,Universus Photo,https://www.screener.in/company/UNIVPHOTO/consolidated/
720,Khemani Distrib.,https://www.screener.in/company/539788/
721,Pritika Auto,https://www.screener.in/company/PRITIKAUTO/consolidated/
722,Phoenix Township,https://www.screener.in/company/537839/consolidated/
723,S V Global Mill,https://www.screener.in/company/535621/consolidated/
724,Sayaji (Indore),https://www.screener.in/company/544080/
725,Uravi Defence &,https://www.screener.in/company/URAVIDEF/consolidated/
726,Kamdhenu Venture,https://www.screener.in/company/KAMOPAINTS/consolidated/
727,M K Exim India,https://www.screener.in/company/538890/consolidated/
728,DU Digital,https://www.screener.in/company/DUGLOBAL/consolidated/
729,Omax Autos,https://www.screener.in/company/OMAXAUTO/
730,T T,https://www.screener.in/company/TTL/
731,Sayaji Hot. Pune,https://www.screener.in/company/544090/consolidated/
732,Manbro Indust.,https://www.screener.in/company/512595/
733,Murudesh.Ceramic,https://www.screener.in/company/MURUDCERA/
734,Zodiac Cloth. Co,https://www.screener.in/company/ZODIACLOTH/consolidated/
735,Asian Hotels (E),https://www.screener.in/company/AHLEAST/consolidated/
736,OK Play India,https://www.screener.in/company/526415/consolidated/
737,Dharan Infra-EPC,https://www.screener.in/company/DHARAN/
738,Pramara Promotio,https://www.screener.in/company/PRAMARA/consolidated/
739,True Green,https://www.screener.in/company/533407/
740,Suditi Industrie,https://www.screener.in/company/521113/
741,Indag Rubber,https://www.screener.in/company/509162/consolidated/
742,Global Education,https://www.screener.in/company/GLOBAL/
743,VIP Clothing,https://www.screener.in/company/VIPCLOTHNG/
744,Baroda Rayon,https://www.screener.in/company/500270/
745,Nimbus Projects,https://www.screener.in/company/511714/consolidated/
746,Autoline Industr,https://www.screener.in/company/AUTOIND/consolidated/
747,Arihant Academy,https://www.screener.in/company/ARIHANTACA/consolidated/
748,Gretex Industrie,https://www.screener.in/company/GRETEX/
749,Shemaroo Entert.,https://www.screener.in/company/SHEMAROO/consolidated/
750,PPAP Automotive,https://www.screener.in/company/PPAP/consolidated/
751,Sundaram Brake,https://www.screener.in/company/SUNDRMBRAK/
752,Cineline India,https://www.screener.in/company/CINELINE/consolidated/
753,Pil Italica Life,https://www.screener.in/company/PILITA/
754,Talbros Engg.,https://www.screener.in/company/538987/
755,Axita Cotton,https://www.screener.in/company/AXITA/consolidated/
756,Zee Learn,https://www.screener.in/company/ZEELEARN/consolidated/
757,Ucal,https://www.screener.in/company/UCAL/consolidated/
758,DCM Nouvelle,https://www.screener.in/company/DCMNVL/consolidated/
759,Music Broadcast,https://www.screener.in/company/RADIOCITY/
760,Maxvolt Energy,https://www.screener.in/company/MAXVOLT/
761,Transteel Seatin,https://www.screener.in/company/TRANSTEEL/
762,Graviss Hospital,https://www.screener.in/company/509546/consolidated/
763,Ratnabhumi Dev.,https://www.screener.in/company/540796/
764,Generic Engineer,https://www.screener.in/company/GENCON/
765,Thaai,https://www.screener.in/company/TCL/consolidated/
766,Spunweb Nonwoven,https://www.screener.in/company/SPUNWEB/consolidated/
767,The Byke Hospi.,https://www.screener.in/company/BYKE/
768,Softsol India,https://www.screener.in/company/532344/
769,Supreme Holdings,https://www.screener.in/company/SUPREME/consolidated/
770,Exxaro Tiles,https://www.screener.in/company/EXXARO/consolidated/
771,Bhatia Communic.,https://www.screener.in/company/540956/
772,Ravinder Heights,https://www.screener.in/company/RVHL/consolidated/
773,Jay Ushin,https://www.screener.in/company/513252/
774,Alstone Textiles,https://www.screener.in/company/539277/
775,Modi Rubber,https://www.screener.in/company/MODIRUBBER/consolidated/
776,Mason Infratech,https://www.screener.in/company/MASON/consolidated/
777,Saraswati Saree,https://www.screener.in/company/SSDL/
778,Apollo Sindoori,https://www.screener.in/company/APOLSINHOT/consolidated/
779,Rudra Ecovation,https://www.screener.in/company/514010/
780,Sintercom India,https://www.screener.in/company/SINTERCOM/
781,Vardhman Acrylic,https://www.screener.in/company/VARDHACRLC/
782,Emerald Leisures,https://www.screener.in/company/507265/
783,Mini Diamonds(I),https://www.screener.in/company/523373/
784,Virat Industries,https://www.screener.in/company/530521/
785,Pushpa Jewellers,https://www.screener.in/company/PUSHPA/
786,Emmforce Auto.,https://www.screener.in/company/544166/consolidated/
787,B-Right Real,https://www.screener.in/company/543543/consolidated/
788,Yash Optics,https://www.screener.in/company/YASHOPTICS/
789,Menon Pistons,https://www.screener.in/company/531727/consolidated/
790,RDB Real Estate,https://www.screener.in/company/544346/consolidated/
791,Hindustan Motors,https://www.screener.in/company/HINDMOTORS/
792,Orient Bell,https://www.screener.in/company/ORIENTBELL/consolidated/
793,Pelatro,https://www.screener.in/company/PELATRO/consolidated/
794,Logica Infoway,https://www.screener.in/company/543746/
795,Shivam Autotech,https://www.screener.in/company/SHIVAMAUTO/
796,Global Surfaces,https://www.screener.in/company/GSLSU/consolidated/
797,Rainbow Foundat.,https://www.screener.in/company/531694/
798,Utssav CZ Gold,https://www.screener.in/company/UTSSAV/
799,Aarvee Denims,https://www.screener.in/company/AARVEEDEN/
800,Connplex Cinemas,https://www.screener.in/company/CONNPLEX/
801,Uday Jewellery,https://www.screener.in/company/539518/
802,Phantom Digital,https://www.screener.in/company/PHANTOMFX/
803,Shradha Infrapr.,https://www.screener.in/company/SHRADHA/consolidated/
804,Shankara Build.,https://www.screener.in/company/SHANKARA/consolidated/
805,Triton Valves,https://www.screener.in/company/505978/consolidated/
806,Ginni Filaments,https://www.screener.in/company/GINNIFILA/
807,E Factor Experie,https://www.screener.in/company/EFACTOR/consolidated/
808,Pradeep Metals,https://www.screener.in/company/513532/consolidated/
809,BPL,https://www.screener.in/company/BPL/
810,Intl. Travel Hse,https://www.screener.in/company/500213/
811,Wardwizard Inno.,https://www.screener.in/company/538970/
812,Osia Hyper Reta.,https://www.screener.in/company/OSIAHYPER/
813,Vardhman Polytex,https://www.screener.in/company/VARDMNPOLY/
814,Manomay Tex Indi,https://www.screener.in/company/MANOMAY/
815,Swaraj Suiting,https://www.screener.in/company/SWARAJ/consolidated/
816,Thomas Scott,https://www.screener.in/company/THOMASCOTT/
817,Donear Inds.,https://www.screener.in/company/DONEAR/
818,Khadim India,https://www.screener.in/company/KHADIM/
819,PropshareTitania,https://www.screener.in/company/544462/
820,Forbes & Co,https://www.screener.in/company/502865/consolidated/
821,Precot,https://www.screener.in/company/PRECOT/consolidated/
822,Remsons Ind,https://www.screener.in/company/REMSONSIND/consolidated/
823,Nandan Denim,https://www.screener.in/company/NDL/
824,Raghuvir Synth,https://www.screener.in/company/514316/
825,Pansari Develop.,https://www.screener.in/company/PANSARI/consolidated/
826,Sumit Woods,https://www.screener.in/company/SUMIT/consolidated/
827,Interiors & More,https://www.screener.in/company/INM/consolidated/
828,Bizotic Commer.,https://www.screener.in/company/543926/
829,Goldkart Jewels,https://www.screener.in/company/GOLDKART/
830,Purple United,https://www.screener.in/company/PURPLEUTED/
831,Brand Concepts,https://www.screener.in/company/BCONCEPTS/
832,Lehar Footwears,https://www.screener.in/company/532829/
833,Madhuveer Com,https://www.screener.in/company/531910/consolidated/
834,Shree Karni,https://www.screener.in/company/SHREEKARNI/consolidated/
835,Emami Realty Ltd,https://www.screener.in/company/EMAMIREAL/consolidated/
836,Filatex Fash.,https://www.screener.in/company/FILATFASH/
837,Robust Hotels,https://www.screener.in/company/RHL/
838,Ashima,https://www.screener.in/company/ASHIMASYN/
839,Banswara Syntex,https://www.screener.in/company/BANSWRAS/consolidated/
840,Nila Infrastruct,https://www.screener.in/company/NILAINFRA/consolidated/
841,CLN Energy,https://www.screener.in/company/544347/
842,Veljan Denison,https://www.screener.in/company/505232/
843,RBZ Jewellers Lt,https://www.screener.in/company/RBZJEWEL/
844,Liberty Shoes,https://www.screener.in/company/LIBERTSHOE/
845,Sutlej Textiles,https://www.screener.in/company/SUTLEJTEX/
846,Hampton Sky,https://www.screener.in/company/526407/consolidated/
847,Munjal Showa,https://www.screener.in/company/MUNJALSHOW/
848,Vinsys IT Serv.,https://www.screener.in/company/VINSYS/consolidated/
849,Advani Hotels.,https://www.screener.in/company/ADVANIHOTR/
850,Bella Casa Fashi,https://www.screener.in/company/BELLACASA/
851,Singer India,https://www.screener.in/company/505729/
852,Vashu Bhagnani,https://www.screener.in/company/532011/consolidated/
853,Adcounty Media.,https://www.screener.in/company/544435/
854,Mirza Internatio,https://www.screener.in/company/MIRZAINT/
855,Sreeleathers,https://www.screener.in/company/SREEL/
856,Trident Texofab,https://www.screener.in/company/540726/
857,Spencer's Retail,https://www.screener.in/company/SPENCERS/consolidated/
858,Sayaji Hotels,https://www.screener.in/company/523710/consolidated/
859,Career Point Edu,https://www.screener.in/company/CPEDU/
860,Pavna Industries,https://www.screener.in/company/PAVNAIND/consolidated/
861,Sinclairs Hotels,https://www.screener.in/company/SINCLAIR/
862,Grand Continent,https://www.screener.in/company/GCHOTELS/consolidated/
863,Nahar Indl. Ent.,https://www.screener.in/company/NAHARINDUS/consolidated/
864,Nicco Parks,https://www.screener.in/company/526721/consolidated/
865,CL Educate,https://www.screener.in/company/CLEDUCATE/consolidated/
866,Kaya Ltd,https://www.screener.in/company/KAYA/consolidated/
867,Hind.Composites,https://www.screener.in/company/HINDCOMPOS/
868,MIRC Electronics,https://www.screener.in/company/MIRCELECTR/
869,Espire Hospi,https://www.screener.in/company/532016/
870,Hardwyn India,https://www.screener.in/company/HARDWYN/consolidated/
871,Iris Clothings,https://www.screener.in/company/IRISDOREME/
872,Tolins Tyres,https://www.screener.in/company/TOLINS/consolidated/
873,S Chand & Compan,https://www.screener.in/company/SCHAND/consolidated/
874,Modi's Navnirman,https://www.screener.in/company/543539/
875,Asian Hotels (N),https://www.screener.in/company/ASIANHOTNR/
876,H T Media,https://www.screener.in/company/HTMEDIA/consolidated/
877,VTM,https://www.screener.in/company/532893/
878,Orbit Exports,https://www.screener.in/company/ORBTEXP/consolidated/
879,Hindustan Media,https://www.screener.in/company/HMVL/
880,Lakshmi Mills,https://www.screener.in/company/502958/
881,Vertoz,https://www.screener.in/company/VERTOZ/consolidated/
882,Borana Weaves,https://www.screener.in/company/BORANA/
883,Exhicon Events,https://www.screener.in/company/543895/consolidated/
884,Parin Enterpris.,https://www.screener.in/company/PARIN/consolidated/
885,Essen Speciality,https://www.screener.in/company/ESFL/
886,Parsvnath Devl.,https://www.screener.in/company/PARSVNATH/consolidated/
887,Focus Lighting,https://www.screener.in/company/FOCUS/consolidated/
888,Wim Plast,https://www.screener.in/company/526586/
889,Suratwwala Busi.,https://www.screener.in/company/SBGLP/
890,Swiss Military,https://www.screener.in/company/523558/
891,Patel Retail,https://www.screener.in/company/PATELRMART/
892,Nahar Spinning,https://www.screener.in/company/NAHARSPING/
893,Nila Spaces,https://www.screener.in/company/NILASPACES/consolidated/
894,Shraddha Prime,https://www.screener.in/company/531771/consolidated/
895,Ruby Mills,https://www.screener.in/company/RUBYMILLS/
896,GHCL Textiles,https://www.screener.in/company/GHCLTEXTIL/
897,CWD,https://www.screener.in/company/543378/consolidated/
898,OnMobile Global,https://www.screener.in/company/ONMOBILE/consolidated/
899,OBSC Perfection,https://www.screener.in/company/OBSCP/
900,Cellecor Gadgets,https://www.screener.in/company/CELLECOR/
901,Repro India,https://www.screener.in/company/REPRO/consolidated/
902,Credo Brands,https://www.screener.in/company/MUFTI/consolidated/
903,Kinetic Engg.,https://www.screener.in/company/500240/consolidated/
904,Vishal Fabrics,https://www.screener.in/company/VISHAL/consolidated/
905,Ent.Network,https://www.screener.in/company/ENIL/consolidated/
906,R K Swamy,https://www.screener.in/company/RKSWAMY/consolidated/
907,GeeCee Vent.,https://www.screener.in/company/GEECEE/consolidated/
908,Zee Media,https://www.screener.in/company/ZEEMEDIA/consolidated/
909,Speciality Rest.,https://www.screener.in/company/SPECIALITY/
910,Menon Bearings,https://www.screener.in/company/MENONBE/consolidated/
911,Shalimar Paints,https://www.screener.in/company/SHALPAINTS/consolidated/
912,Aptech,https://www.screener.in/company/APTECHT/consolidated/
913,Macfos,https://www.screener.in/company/543787/
914,RSWM Ltd,https://www.screener.in/company/RSWM/consolidated/
915,Eraaya Lifespace,https://www.screener.in/company/531035/consolidated/
916,U P Hotels,https://www.screener.in/company/509960/
917,Dish TV India,https://www.screener.in/company/DISHTV/consolidated/
918,T.V. Today Netw.,https://www.screener.in/company/TVTODAY/consolidated/
919,Prozone Realty,https://www.screener.in/company/PROZONER/consolidated/
920,Sandesh,https://www.screener.in/company/SANDESH/
921,Mac Charles(I),https://www.screener.in/company/507836/consolidated/
922,Mercury EV-Tech,https://www.screener.in/company/531357/consolidated/
923,Barbeque-Nation,https://www.screener.in/company/BARBEQUE/consolidated/
924,PNGS Gargi FJ,https://www.screener.in/company/543709/
925,Enkei Wheels,https://www.screener.in/company/533477/
926,Safe Enterprises,https://www.screener.in/company/SAFEENTP/consolidated/
927,Coffee Day Enter,https://www.screener.in/company/COFFEEDAY/consolidated/
928,Rajapalayam Mill,https://www.screener.in/company/532503/consolidated/
929,Viceroy Hotels,https://www.screener.in/company/VHLTD/consolidated/
930,Haz.Multi Proj.,https://www.screener.in/company/532467/consolidated/
931,Voith Paper,https://www.screener.in/company/522122/
932,Sunrakshakk Inds,https://www.screener.in/company/539300/consolidated/
933,Ambika Cotton,https://www.screener.in/company/AMBIKCO/
934,Sarla Performanc,https://www.screener.in/company/SARLAPOLY/consolidated/
935,Rushil Decor,https://www.screener.in/company/RUSHIL/
936,RDB Infrastruc.,https://www.screener.in/company/533285/
937,Eldeco Housing,https://www.screener.in/company/ELDEHSG/consolidated/
938,Bright Outdoor,https://www.screener.in/company/543831/
939,PVP Ventures,https://www.screener.in/company/PVP/consolidated/
940,HLV,https://www.screener.in/company/HLVLTD/
941,Le Merite Export,https://www.screener.in/company/LEMERITE/consolidated/
942,SBC Exports,https://www.screener.in/company/SBC/
943,Century Enka,https://www.screener.in/company/CENTENKA/
944,Popular Vehicles,https://www.screener.in/company/PVSL/consolidated/
945,Radhika Jeweltec,https://www.screener.in/company/RADHIKAJWE/
946,Mafatlal Inds.,https://www.screener.in/company/500264/consolidated/
947,Munjal Auto Inds,https://www.screener.in/company/MUNJALAU/consolidated/
948,Saint-Gob. Sekur,https://www.screener.in/company/515043/
949,IST,https://www.screener.in/company/508807/consolidated/
950,Sar Auto Prod.,https://www.screener.in/company/538992/
951,Arih.Found.Hsg.,https://www.screener.in/company/531381/consolidated/
952,United Polyfab,https://www.screener.in/company/UNITEDPOLY/
953,Elin Electronics,https://www.screener.in/company/ELIN/consolidated/
954,Praveg,https://www.screener.in/company/531637/consolidated/
955,Jaybharat Text,https://www.screener.in/company/512233/
956,Avishkar Infra,https://www.screener.in/company/508929/consolidated/
957,Foce India,https://www.screener.in/company/FOCE/consolidated/
958,Kamat Hotels,https://www.screener.in/company/KAMATHOTEL/consolidated/
959,AB Cotspin,https://www.screener.in/company/ABCOTS/
